UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD
bruno       3200    2920    3200  0    3 03:23 ?        00:00:00 /usr/libexec/gcr-ssh-agent --base-dir /run/user/1000/gcr
bruno       3200    2920    3202  0    3 03:23 ?        00:00:00 /usr/libexec/gcr-ssh-agent --base-dir /run/user/1000/gcr
bruno       3200    2920    3203  0    3 03:23 ?        00:00:00 /usr/libexec/gcr-ssh-agent --base-dir /run/user/1000/gcr
bruno       3201    2920    3201  0    2 03:23 ?        00:00:00 /usr/libexec/gnome-session-ctl --monitor
bruno       3201    2920    3211  0    2 03:23 ?        00:00:00 /usr/libexec/gnome-session-ctl --monitor
bruno       3204    2920    3204  0    1 03:23 ?        00:00:00 /usr/bin/ssh-agent -D
bruno       3212    2920    3212  0    4 03:23 ?        00:00:00 /usr/libexec/gvfsd
bruno       3212    2920    3215  0    4 03:23 ?        00:00:00 /usr/libexec/gvfsd
bruno       3212    2920    3216  0    4 03:23 ?        00:00:00 /usr/libexec/gvfsd
bruno       3212    2920    3217  0    4 03:23 ?        00:00:00 /usr/libexec/gvfsd
bruno       3220    2920    3220  0    7 03:23 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
bruno       3220    2920    3223  0    7 03:23 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
bruno       3220    2920    3224  0    7 03:23 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
bruno       3220    2920    3225  0    7 03:23 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
bruno       3220    2920    3226  0    7 03:23 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
bruno       3220    2920    3229  0    7 03:23 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
bruno       3220    2920    5248  0    7 03:28 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
bruno       3228    2920    3228  0    5 03:23 ?        00:00:00 /usr/libexec/gnome-session-service --session=ubuntu
bruno       3228    2920    3230  0    5 03:23 ?        00:00:00 /usr/libexec/gnome-session-service --session=ubuntu
bruno       3228    2920    3231  0    5 03:23 ?        00:00:00 /usr/libexec/gnome-session-service --session=ubuntu
bruno       3228    2920    3232  0    5 03:23 ?        00:00:00 /usr/libexec/gnome-session-service --session=ubuntu
bruno       3228    2920    3234  0    5 03:23 ?        00:00:00 /usr/libexec/gnome-session-service --session=ubuntu
bruno       3235    2920    3235  5   28 03:23 ?        00:03:21 /usr/bin/gnome-shell --mode=ubuntu
bruno       3235    2920    3244  0   28 03:23 ?        00:00:00 /usr/bin/gnome-shell --mode=ubuntu
bruno       3235    2920    3245  0   28 03:23 ?        00:00:00 /usr/bin/gnome-shell --mode=ubuntu
bruno       3235    2920    3247  0   28 03:23 ?        00:00:01 /usr/bin/gnome-shell --mode=ubuntu
bruno       3235    2920    3255  0   28 03:23 ?        00:00:00 /usr/bin/gnome-shell --mode=ubuntu
bruno       3235    2920    3256  0   28 03:23 ?        00:00:00 /usr/bin/gnome-shell --mode=ubuntu
bruno       3235    2920    3257  0   28 03:23 ?        00:00:00 /usr/bin/gnome-shell --mode=ubuntu
bruno       3235    2920    3258  0   28 03:23 ?        00:00:00 /usr/bin/gnome-shell --mode=ubuntu
bruno       3235    2920    3259  0   28 03:23 ?        00:00:00 /usr/bin/gnome-shell --mode=ubuntu
bruno       3235    2920    3261  0   28 03:23 ?        00:00:00 /usr/bin/gnome-shell --mode=ubuntu
bruno       3235    2920    3280  0   28 03:23 ?        00:00:16 /usr/bin/gnome-shell --mode=ubuntu
bruno       3235    2920    3282  2   28 03:23 ?        00:01:27 /usr/bin/gnome-shell --mode=ubuntu
bruno       3235    2920    3283  2   28 03:23 ?        00:01:28 /usr/bin/gnome-shell --mode=ubuntu
bruno       3235    2920    3284  2   28 03:23 ?        00:01:27 /usr/bin/gnome-shell --mode=ubuntu
bruno       3235    2920    3285  2   28 03:23 ?        00:01:27 /usr/bin/gnome-shell --mode=ubuntu
bruno       3235    2920    3286  2   28 03:23 ?        00:01:20 /usr/bin/gnome-shell --mode=ubuntu
bruno       3235    2920    3287  0   28 03:23 ?        00:00:00 /usr/bin/gnome-shell --mode=ubuntu
bruno       3235    2920    3288  0   28 03:23 ?        00:00:00 /usr/bin/gnome-shell --mode=ubuntu
bruno       3235    2920    3289  0   28 03:23 ?        00:00:00 /usr/bin/gnome-shell --mode=ubuntu
bruno       3235    2920    3290  0   28 03:23 ?        00:00:00 /usr/bin/gnome-shell --mode=ubuntu
bruno       3235    2920    3291  0   28 03:23 ?        00:00:00 /usr/bin/gnome-shell --mode=ubuntu
bruno       3235    2920    3292  0   28 03:23 ?        00:00:00 /usr/bin/gnome-shell --mode=ubuntu
bruno       3235    2920    3303  0   28 03:23 ?        00:00:06 /usr/bin/gnome-shell --mode=ubuntu
bruno       3235    2920    3394  0   28 03:23 ?        00:00:00 /usr/bin/gnome-shell --mode=ubuntu
bruno       3235    2920    3395  0   28 03:23 ?        00:00:00 /usr/bin/gnome-shell --mode=ubuntu
bruno       3235    2920    3417  0   28 03:23 ?        00:00:00 /usr/bin/gnome-shell --mode=ubuntu
bruno       3235    2920    3818  0   28 03:23 ?        00:00:00 /usr/bin/gnome-shell --mode=ubuntu
bruno       3235    2920    5242  0   28 03:28 ?        00:00:00 /usr/bin/gnome-shell --mode=ubuntu
root        3341       2    3341  0    1 03:23 ?        00:00:00 [kworker/0:2H-kblockd]
bruno       3347    2920    3347  0    5 03:23 ?        00:00:00 /usr/libexec/at-spi-bus-launcher
bruno       3347    2920    3349  0    5 03:23 ?        00:00:00 /usr/libexec/at-spi-bus-launcher
bruno       3347    2920    3350  0    5 03:23 ?        00:00:00 /usr/libexec/at-spi-bus-launcher
bruno       3347    2920    3351  0    5 03:23 ?        00:00:00 /usr/libexec/at-spi-bus-launcher
bruno       3347    2920    3352  0    5 03:23 ?        00:00:00 /usr/libexec/at-spi-bus-launcher
bruno       3355    3347    3355  0    1 03:23 ?        00:00:00 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1000/at-spi/bus
bruno       3357    2920    3357  0    4 03:23 ?        00:00:00 /usr/libexec/at-spi2-registryd --use-gnome-session
bruno       3357    2920    3358  0    4 03:23 ?        00:00:00 /usr/libexec/at-spi2-registryd --use-gnome-session
bruno       3357    2920    3359  0    4 03:23 ?        00:00:00 /usr/libexec/at-spi2-registryd --use-gnome-session
bruno       3357    2920    3360  0    4 03:23 ?        00:00:00 /usr/libexec/at-spi2-registryd --use-gnome-session
bruno       3373    2920    3373  0    7 03:23 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
bruno       3373    2920    3376  0    7 03:23 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
bruno       3373    2920    3377  0    7 03:23 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
bruno       3373    2920    3380  0    7 03:23 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
bruno       3373    2920    3382  0    7 03:23 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
bruno       3373    2920    3383  0    7 03:23 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
bruno       3373    2920    3679  0    7 03:23 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
bruno       3384    2920    3384  0    5 03:23 ?        00:00:00 /usr/libexec/evolution-source-registry
bruno       3384    2920    3399  0    5 03:23 ?        00:00:00 /usr/libexec/evolution-source-registry
bruno       3384    2920    3400  0    5 03:23 ?        00:00:00 /usr/libexec/evolution-source-registry
bruno       3384    2920    3402  0    5 03:23 ?        00:00:00 /usr/libexec/evolution-source-registry
bruno       3384    2920    3424  0    5 03:23 ?        00:00:00 /usr/libexec/evolution-source-registry
bruno       3386    2920    3386  0    9 03:23 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
bruno       3386    2920    3389  0    9 03:23 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
bruno       3386    2920    3390  0    9 03:23 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
bruno       3386    2920    3391  0    9 03:23 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
bruno       3386    2920    3411  0    9 03:23 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
bruno       3386    2920    3412  0    9 03:23 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
bruno       3386    2920    3413  0    9 03:23 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
bruno       3386    2920    3414  0    9 03:23 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
bruno       3386    2920    3415  0    9 03:23 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
bruno       3397    2920    3397  0    4 03:23 ?        00:00:01 /usr/bin/ibus-daemon --panel disable
bruno       3397    2920    3499  0    4 03:23 ?        00:00:00 /usr/bin/ibus-daemon --panel disable
bruno       3397    2920    3500  0    4 03:23 ?        00:00:00 /usr/bin/ibus-daemon --panel disable
bruno       3397    2920    3527  0    4 03:23 ?        00:00:02 /usr/bin/ibus-daemon --panel disable
bruno       3406    2920    3406  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-a11y-settings
bruno       3406    2920    3422  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-a11y-settings
bruno       3406    2920    3430  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-a11y-settings
bruno       3406    2920    3453  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-a11y-settings
bruno       3406    2920    3541  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-a11y-settings
bruno       3416    2920    3416  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-color
bruno       3416    2920    3433  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-color
bruno       3416    2920    3434  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-color
bruno       3416    2920    3449  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-color
bruno       3416    2920    3502  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-color
bruno       3418    2920    3418  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-datetime
bruno       3418    2920    3447  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-datetime
bruno       3418    2920    3448  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-datetime
bruno       3418    2920    3466  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-datetime
bruno       3418    2920    3529  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-datetime
bruno       3419    2920    3419  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-housekeeping
bruno       3419    2920    3475  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-housekeeping
bruno       3419    2920    3476  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-housekeeping
bruno       3419    2920    3479  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-housekeeping
bruno       3419    2920    3552  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-housekeeping
bruno       3423    2920    3423  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-keyboard
bruno       3423    2920    3446  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-keyboard
bruno       3423    2920    3459  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-keyboard
bruno       3423    2920    3471  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-keyboard
bruno       3423    2920    3519  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-keyboard
bruno       3426    2920    3426  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-media-keys
bruno       3426    2920    3469  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-media-keys
bruno       3426    2920    3470  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-media-keys
bruno       3426    2920    3474  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-media-keys
bruno       3426    2920    3550  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-media-keys
bruno       3427    2920    3427  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-power
bruno       3427    2920    3467  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-power
bruno       3427    2920    3468  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-power
bruno       3427    2920    3473  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-power
bruno       3427    2920    3560  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-power
bruno       3436    2920    3436  0    4 03:23 ?        00:00:00 /usr/libexec/gsd-print-notifications
bruno       3436    2920    3514  0    4 03:23 ?        00:00:00 /usr/libexec/gsd-print-notifications
bruno       3436    2920    3515  0    4 03:23 ?        00:00:00 /usr/libexec/gsd-print-notifications
bruno       3436    2920    3525  0    4 03:23 ?        00:00:00 /usr/libexec/gsd-print-notifications
bruno       3441    2920    3441  0    4 03:23 ?        00:00:00 /usr/libexec/gsd-rfkill
bruno       3441    2920    3495  0    4 03:23 ?        00:00:00 /usr/libexec/gsd-rfkill
bruno       3441    2920    3496  0    4 03:23 ?        00:00:00 /usr/libexec/gsd-rfkill
bruno       3441    2920    3516  0    4 03:23 ?        00:00:00 /usr/libexec/gsd-rfkill
bruno       3451    2920    3451  0    4 03:23 ?        00:00:00 /usr/libexec/gsd-disk-utility-notify
bruno       3451    2920    3456  0    4 03:23 ?        00:00:00 /usr/libexec/gsd-disk-utility-notify
bruno       3451    2920    3457  0    4 03:23 ?        00:00:00 /usr/libexec/gsd-disk-utility-notify
bruno       3451    2920    3464  0    4 03:23 ?        00:00:00 /usr/libexec/gsd-disk-utility-notify
bruno       3452    2920    3452  0    4 03:23 ?        00:00:00 /usr/libexec/gsd-screensaver-proxy
bruno       3452    2920    3477  0    4 03:23 ?        00:00:00 /usr/libexec/gsd-screensaver-proxy
bruno       3452    2920    3478  0    4 03:23 ?        00:00:00 /usr/libexec/gsd-screensaver-proxy
bruno       3452    2920    3481  0    4 03:23 ?        00:00:00 /usr/libexec/gsd-screensaver-proxy
bruno       3458    2920    3458  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-sharing
bruno       3458    2920    3533  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-sharing
bruno       3458    2920    3534  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-sharing
bruno       3458    2920    3557  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-sharing
bruno       3458    2920    3570  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-sharing
bruno       3462    2920    3462  0    8 03:23 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
bruno       3462    2920    3562  0    8 03:23 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
bruno       3462    2920    3563  0    8 03:23 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
bruno       3462    2920    3564  0    8 03:23 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
bruno       3462    2920    3574  0    8 03:23 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
bruno       3462    2920    3597  0    8 03:23 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
bruno       3462    2920    4002  0    8 03:23 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
bruno       3462    2920    4016  0    8 03:23 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
bruno       3465    2920    3465  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-smartcard
